NAME,AGE_GROUP,CERT_GBN
296,1,1
297,1,1
298,1,1
299,1,2
300,1,1
301,5,1
302,1,1
303,3,1
304,2,1
305,2,1
306,1,1
307,5,1
308,1,1
309,2,1
310,1,2
311,1,3
312,3,2
313,2,1
314,1,3
315,1,1
316,1,1
317,1,2
318,1,3
319,1,1
320,1,1
321,1,3
322,3,3
323,1,2
324,1,4
325,1,3
326,1,1
327,2,4
328,2,2
329,1,1
330,2,3
331,2,3
332,3,1
333,1,3
334,1,3
335,1,1
336,1,3
337,1,3
338,1,2
339,2,3
340,3,1
341,3,1
342,1,3
343,1,1
344,1,1
345,2,4
346,1,1
347,1,1
348,1,1
349,1,1
350,1,1
351,1,4
352,1,1
353,1,1
354,1,3
355,2,4
356,1,1
357,5,1
358,1,4
359,3,3
360,1,1
361,2,1
362,2,1
363,1,3
364,1,1
365,1,1
366,1,1
367,2,4
368,3,1
369,1,1
370,2,2
371,2,2
372,1,1
373,2,4
374,1,1
375,5,1
376,1,1
377,3,2
378,1,1
379,1,1
380,2,1
381,2,2
382,3,3
383,1,1
384,1,1
385,4,3
386,1,1
387,1,2
388,2,2
389,2,4
390,1,1
391,1,1
392,1,1
393,1,1
394,2,1
395,5,1
396,1,1
397,1,4
398,1,3
399,1,3
400,1,2
401,2,1
402,4,3
403,4,1
404,1,2
405,1,1
406,2,2
407,1,1
408,1,2
409,1,2
410,1,1
411,1,1
412,2,1
413,2,1
414,1,1
415,2,1
416,1,1
417,1,3
418,2,3
419,1,1
420,1,1
421,1,1
422,1,1
423,1,3
424,1,1
425,1,3
426,1,1
427,1,3
428,2,2
429,2,4
430,2,2
431,1,3
432,1,2
433,1,1
434,1,3
435,1,1
436,4,2
437,1,1
438,1,1
439,1,1
440,1,1
441,1,1
442,2,2
443,1,2
444,2,3
445,2,2
446,1,2
447,2,3
448,1,2
449,1,3
450,2,1
451,1,4
452,2,2
453,1,1
454,4,1
455,2,1
456,1,1
457,2,2
458,1,1
459,1,1
460,1,1
461,1,3
462,2,1
463,1,1
464,2,1
465,5,1
466,1,3
467,1,1
468,2,3
469,5,1
470,1,1
471,1,2
472,1,4
473,2,2
474,5,1
475,1,1
476,1,1
477,1,1
478,5,1
479,2,3
480,1,1
481,2,4
482,2,1
483,4,2
484,1,1
485,2,2
486,1,2
487,5,2
488,5,1
489,5,1
490,2,3
491,3,4
492,1,1
493,1,1
494,1,2
495,5,1
496,1,1
497,1,1
498,1,2
499,1,1
500,1,1
501,1,2
502,2,1
503,1,1
504,2,3
505,5,1
506,5,1
507,1,1
508,1,1
509,2,2
510,1,1
511,1,2
512,1,1
513,2,3
514,1,1
515,1,1
516,2,1
517,5,1
518,2,1
519,4,1
520,5,1
521,2,2
522,1,1
523,1,1
524,2,1
525,2,2
526,1,1
527,1,1
528,4,1
529,4,1
530,2,3
531,1,1
532,1,1
533,5,1
534,1,1
535,2,3
536,1,1
537,1,3
538,2,1
539,2,3
540,1,1
541,2,1
542,1,1
543,1,2
544,1,2
545,1,2
546,5,1
547,1,3
548,2,1
549,4,4
550,4,1
551,2,1
552,1,1
553,5,1
554,1,1
555,5,1
556,2,1
557,3,2
558,1,1
559,1,1
560,3,2
561,1,1
562,2,3
563,1,1
564,2,3
565,5,2
566,1,1
567,3,3
568,5,1
569,5,1
570,1,2
571,1,3
572,1,3
573,1,1
574,1,1
575,1,1
576,1,3
577,5,1
578,1,1
579,1,1
580,3,3
581,1,1
582,4,1
583,1,2
584,2,3
585,1,4
586,1,1
587,2,1
588,1,1
589,1,3
590,2,3
591,1,3
592,1,1
593,2,2
594,2,1
595,1,1
596,5,1
597,1,1
598,1,1
599,1,2
600,1,1
601,1,1
602,1,1
603,4,2
604,1,1
605,2,1
606,1,2
607,2,2
608,1,3
609,3,1
610,1,2
611,1,1
612,2,3
613,3,1
614,1,2
615,2,1
616,2,3
617,2,2
618,1,2
619,1,2
620,2,2
621,5,2
622,1,4
623,2,3
624,1,4
625,1,1
626,2,2
627,1,1
628,1,1
629,2,2
630,2,3
631,1,2
632,1,1
633,1,2
634,2,2
635,2,3
636,1,3
637,1,3
638,2,4
639,1,3
640,2,1
641,1,2
642,2,3
643,2,2
644,4,2
645,5,1
646,1,1
647,5,1
648,2,1
649,4,1
650,1,3
651,1,1
652,1,1
653,3,1
654,2,1
655,5,1
656,5,3
657,1,1
658,1,4
659,1,1
660,1,3
661,2,3
662,2,2
663,5,1
664,3,1
665,1,2
666,1,1
667,2,2
668,1,1
669,2,2
670,1,1
671,2,3
672,1,3
673,2,1
674,1,4
675,1,1
676,1,1
677,3,3
678,1,1
679,1,2
680,1,1
681,1,1
682,1,1
683,1,4
684,5,1
685,1,1
686,1,3
687,2,2
688,2,2
689,1,3
690,1,3
691,3,3
692,1,3
693,4,1
694,5,1
695,1,2
696,2,2
697,2,2
698,1,1
699,3,1
700,2,2
701,4,1
702,1,1
703,1,2
704,1,1
705,1,1
706,3,2
707,4,1
708,1,1
709,1,1
710,1,1
711,1,1
712,5,1
713,1,1
714,1,1
715,1,2
716,1,1
717,5,2
718,1,3
719,2,2
720,4,1
721,1,1
722,1,1
723,1,1
724,2,1
725,1,2
726,1,1
727,1,1
728,5,1
729,1,1
730,1,1
731,5,1
732,1,1
733,1,2
734,1,2
735,2,1
736,2,4
737,2,1
738,1,1
739,5,3
740,3,1
741,3,3
742,5,1
743,5,1
744,1,1
745,2,2
746,1,2
747,2,3
748,1,1
749,1,2
750,1,3
751,2,2
752,1,1
753,1,1
754,1,2
755,2,1
756,1,1
757,1,3
758,1,2
759,1,1
760,2,2
761,5,1
762,2,3
763,3,2
764,2,3
765,1,3
766,3,3
767,5,1
768,1,1
769,1,1
770,5,1
771,2,3
772,2,1
773,2,1
774,1,3
775,4,1
776,3,3
777,4,1
778,2,1
779,2,1
780,5,1
781,1,1
782,1,1
783,2,2
784,3,1
785,2,1
786,1,2
787,5,1
788,1,1
789,2,1
790,1,2
791,1,1
792,2,3
793,1,1
794,1,1
795,1,3
796,1,2
797,2,1
798,1,1
799,2,4
800,2,1
801,2,3
802,1,1
803,2,1
804,1,2
805,1,2
806,2,1
807,1,1
808,1,1
809,1,2
810,1,1
811,2,3
812,3,3
813,2,1
814,2,1
815,1,2
816,2,4
817,1,1
818,5,1
819,4,1
820,1,1
821,3,1
822,1,2
823,1,1
824,2,2
825,2,4
826,2,3
827,1,1
828,1,1
829,2,3
830,1,1
831,1,1
832,1,1
833,1,1
834,1,1
835,2,1
836,2,1
837,2,4
838,4,2
839,5,1
840,2,1
841,1,1
842,2,1
843,2,2
844,2,2
845,1,3
846,1,4
847,1,3
848,5,1
849,2,1
850,4,1
851,5,1
852,1,1
853,2,4
854,2,1
855,1,2
856,1,2
857,1,1
858,1,1
859,1,1
860,5,1
861,1,1
862,1,1
863,1,1
864,1,3
865,4,1
866,2,1
867,1,1
868,1,3
869,4,2
870,1,1
871,5,1
872,1,2
873,1,1
874,5,1
875,5,1
876,1,1
877,3,1
878,5,2
879,1,2
880,2,1
881,1,1
882,2,3
883,5,1
884,2,3
885,1,1
886,1,1
887,1,1
888,1,2
889,1,2
890,1,3
891,1,2
892,1,1
893,1,1
894,1,3
895,1,1
896,1,2
897,4,1
898,1,1
899,1,1
900,1,2
901,1,1
902,1,1
903,5,1
904,1,1
905,1,1
906,1,1
907,1,1
908,2,2
909,5,1
910,2,1
911,4,1
912,1,1
913,3,1
914,2,3
915,2,4
916,1,1
917,1,3
918,5,1
919,1,1
920,1,1
921,1,1
922,1,1
923,2,1
924,1,1
925,5,1
926,1,1
927,5,2
928,1,3
929,1,1
930,2,1
931,1,1
932,1,2
933,5,1
934,5,3
935,2,1
936,1,2
937,1,2
938,5,3
939,1,1
940,4,2
941,1,1
942,1,1
943,2,3
944,1,3
945,4,1
946,1,2
947,5,1
948,1,3
949,1,2
950,1,1
951,2,4
952,1,1
953,3,1
954,5,3
955,5,1
956,1,3
957,1,1
958,1,3
959,4,1
960,5,1
961,1,1
962,2,3
963,2,1
964,1,1
965,5,1
966,1,1
967,1,1
968,1,2
969,5,1
970,1,1
971,1,2
972,5,3
973,5,3
974,1,1
975,2,2
976,1,2
977,5,1
978,1,1
979,5,1
980,3,1
981,5,1
982,3,1
983,1,2
984,1,2
985,1,1
986,1,1
987,5,2
988,2,3
989,3,2
990,1,1
991,1,1
992,5,1
993,1,3
994,2,2
995,1,1
996,2,1
997,2,2
998,2,2
999,1,1
1000,1,2
1001,1,1
1002,1,1
1003,2,3
1004,5,1
1005,2,2
1006,2,2
1007,1,1
1008,2,1
1009,1,1
1010,1,1
1011,1,1
1012,1,1
1013,5,2
1014,4,1
1015,1,3
1016,2,2
1017,2,1
1018,5,4
1019,1,1
1020,1,1
1021,2,1
1022,1,1
1023,4,3
1024,2,4
1025,2,2
1026,5,3
1027,1,2
1028,5,2
1029,4,3
1030,1,1
1031,5,1
1032,1,1
1033,4,1
1034,1,1
1035,5,3
1036,2,3
1037,1,1
1038,1,2
1039,1,2
1040,1,1
1041,1,1
1042,4,2
1043,1,1
1044,5,1
1045,5,1
1046,4,1
1047,1,2
1048,3,3
1049,5,1
1050,5,2
1051,5,1
1052,1,4
1053,1,1
1054,1,3
1055,1,1
1056,1,3
1057,2,3
1058,1,3
1059,1,1
1060,1,1
1061,1,1
1062,1,1
1063,2,2
1064,4,1
1065,2,1
1066,1,1
1067,1,1
1068,1,1
1069,5,1
1070,2,2
1071,5,1
1072,1,1
1073,1,1
1074,1,1
1075,1,2
1076,1,1
1077,2,2
1078,1,4
1079,1,1
1080,1,3
1081,1,2
1082,2,1
1083,2,2
1084,1,1
1085,5,3
1086,5,1
1087,1,1
1088,2,2
1089,1,3
1090,1,1
1091,1,1
1092,1,3
1093,1,1
1094,2,3
1095,1,1
1096,2,3
1097,1,1
1098,5,2
1099,1,3
1100,1,1
